person_id,message_id,message_content,age,gender,race,education,sexual_orientation,party,ideology,income,religion,marital_status,residential_area,turnout_score,response_timestamp,vote_choice
1815,0,CONTROL - No message shown,41.0,Female,Asian,Some college,Heterosexual,Strong Republican,Very conservative,"$50,000-$74,999",Nothing in particular,Married,Urban,34,2024-10-22 20:30:02,Undecided
1816,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",42.0,Prefer not to say,White,High school graduate,Heterosexual,Moderate Republican,Very conservative,"$75,000-$99,999",Protestant,Married,Suburban,7,2024-10-22 11:50:01,Trump
1817,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",,Male,Asian,Bachelor's degree,Heterosexual,Moderate Democrat,Slightly liberal,Prefer not to say,Protestant,Living with partner,Suburban,16,2024-10-24 00:27:54,Harris
1818,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",53.0,Female,White,Bachelor's degree,Heterosexual,Moderate Democrat,Slightly liberal,"$50,000-$74,999",Catholic,Married,Suburban,4,2024-10-24 18:53:28,Harris
1819,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",25.0,Female,Hispanic,Some college,Heterosexual,Moderate Republican,Conservative,"$100,000-$149,999",Nothing in particular,Prefer not to say,Urban,69,2024-10-23 17:54:28,Trump
1820,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",20.0,Female,White,Associate's degree,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Nothing in particular,Divorced,Urban,60,2024-10-22 16:23:44,Trump
1821,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",46.0,Female,Prefer not to say,Associate's degree,Heterosexual,Lean Republican,Conservative,"$75,000-$99,999",Protestant,Married,Suburban,45,2024-10-23 13:53:41,Trump
1822,0,CONTROL - No message shown,49.0,Non-binary,Hispanic,Bachelor's degree,Heterosexual,Strong Democrat,Very liberal,"$25,000-$49,999",Nothing in particular,Living with partner,Suburban,99,2024-10-23 13:32:28,Harris
1823,0,CONTROL - No message shown,23.0,Male,White,Some college,Heterosexual,Strong Republican,Slightly conservative,"$50,000-$74,999",Nothing in particular,Divorced,Suburban,69,2024-10-23 03:21:05,Harris
1824,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",62.0,Female,Prefer not to say,High school graduate,Heterosexual,Moderate Democrat,Moderate,"$75,000-$99,999",Atheist,Prefer not to say,Urban,59,2024-10-23 23:08:18,Trump
1825,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",62.0,Female,White,Prefer not to say,Heterosexual,Lean Democrat,Moderate,"$150,000 or more",Other,Widowed,Urban,28,2024-10-22 15:57:30,Harris
1826,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",57.0,Male,White,Bachelor's degree,Heterosexual,Strong Democrat,Prefer not to say,"$25,000-$49,999",Nothing in particular,"Single, never married",Prefer not to say,33,2024-10-23 13:54:52,Trump
1827,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",37.0,Male,White,Less than high school,Heterosexual,Lean Republican,Conservative,"$25,000-$49,999",Catholic,Married,Rural,45,2024-10-23 22:18:09,Undecided
1828,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",30.0,Male,Hispanic,Bachelor's degree,Heterosexual,Strong Democrat,Very liberal,"$75,000-$99,999",Protestant,"Single, never married",Suburban,16,2024-10-22 23:15:01,Trump
1829,0,CONTROL - No message shown,64.0,Male,White,Less than high school,Heterosexual,Moderate Republican,Conservative,"Under $25,000",Hindu,"Single, never married",Suburban,31,2024-10-22 03:14:31,Trump
1830,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",82.0,Male,White,Bachelor's degree,Heterosexual,Lean Republican,Conservative,"$25,000-$49,999",Nothing in particular,Living with partner,Suburban,33,2024-10-23 16:57:10,Trump
1831,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",28.0,Female,Prefer not to say,Graduate degree,Heterosexual,Strong Republican,Very conservative,"$50,000-$74,999",Atheist,Living with partner,Urban,71,2024-10-22 06:33:53,Trump
1832,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",38.0,Male,White,Some college,Heterosexual,Moderate Republican,Prefer not to say,"$25,000-$49,999",Catholic,"Single, never married",Suburban,69,2024-10-23 08:34:14,Trump
1833,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",44.0,Female,White,Bachelor's degree,Heterosexual,Moderate Republican,Slightly conservative,"Under $25,000",Protestant,"Single, never married",Rural,67,2024-10-22 17:23:48,Trump
1834,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",35.0,Female,Black,Some college,Heterosexual,Independent,Prefer not to say,"$150,000 or more",Catholic,Prefer not to say,Suburban,56,2024-10-23 00:52:08,Harris
1835,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",28.0,Male,White,High school graduate,Heterosexual,Other,Liberal,"$50,000-$74,999",Catholic,"Single, never married",Suburban,38,2024-10-24 10:27:45,Trump
1836,0,CONTROL - No message shown,86.0,Female,Multiple races,Graduate degree,Heterosexual,Strong Democrat,Liberal,"$50,000-$74,999",Protestant,Married,Urban,33,2024-10-24 06:45:11,Harris
1837,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",69.0,Female,White,High school graduate,Gay or Lesbian,Strong Democrat,Prefer not to say,"$50,000-$74,999",Nothing in particular,Widowed,Suburban,92,2024-10-23 07:48:33,Trump
1838,0,CONTROL - No message shown,25.0,Prefer not to say,Hispanic,High school graduate,Heterosexual,Strong Democrat,Liberal,"$150,000 or more",Catholic,Prefer not to say,Urban,10,2024-10-22 10:32:25,Trump
1839,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",56.0,Female,Asian,Graduate degree,Heterosexual,Moderate Democrat,Liberal,"$25,000-$49,999",Nothing in particular,Married,Urban,13,2024-10-24 07:54:00,Trump
1840,0,CONTROL - No message shown,39.0,Male,Black,Bachelor's degree,Heterosexual,Strong Republican,Very conservative,"$75,000-$99,999",Agnostic,"Single, never married",Urban,37,2024-10-22 23:17:31,Trump
1841,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",51.0,Female,Hispanic,High school graduate,Bisexual,Independent,Moderate,"$25,000-$49,999",Catholic,Prefer not to say,Suburban,18,2024-10-23 12:46:26,Harris
1842,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",20.0,Male,Black,High school graduate,Heterosexual,Lean Democrat,Liberal,"$100,000-$149,999",Protestant,Married,Rural,0,2024-10-23 07:42:10,Harris
1843,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",29.0,Female,White,High school graduate,Heterosexual,Moderate Democrat,Liberal,"$25,000-$49,999",Nothing in particular,Widowed,Rural,54,2024-10-23 00:00:18,Undecided
1844,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",44.0,Female,White,Some college,Heterosexual,Independent,Liberal,"$150,000 or more",Catholic,Divorced,Suburban,48,2024-10-24 11:18:07,Harris
1845,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",27.0,Female,Black,Some college,Heterosexual,Lean Democrat,Slightly conservative,"$25,000-$49,999",Atheist,Married,Suburban,71,2024-10-22 10:58:22,Trump
1846,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",39.0,Female,White,Prefer not to say,Heterosexual,Strong Democrat,Liberal,"$75,000-$99,999",Catholic,Living with partner,Rural,24,2024-10-24 14:44:29,Harris
1847,0,CONTROL - No message shown,41.0,Male,Prefer not to say,High school graduate,Heterosexual,Moderate Democrat,Liberal,"Under $25,000",Prefer not to say,"Single, never married",Suburban,93,2024-10-22 23:03:37,Trump
1848,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",32.0,Female,White,Some college,Heterosexual,Independent,Liberal,Prefer not to say,Orthodox Christian,Separated,Rural,68,2024-10-23 22:49:48,Harris
1849,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",48.0,Male,White,Associate's degree,Prefer not to say,Strong Democrat,Liberal,"$25,000-$49,999",Protestant,Married,Urban,5,2024-10-23 16:43:25,Harris
1850,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",38.0,Male,Asian,Some college,Gay or Lesbian,Prefer not to say,Slightly conservative,Prefer not to say,Mormon,Divorced,Rural,29,2024-10-24 10:31:07,Undecided
1851,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",47.0,Male,White,High school graduate,Heterosexual,Strong Democrat,Liberal,"Under $25,000",Prefer not to say,Married,Urban,23,2024-10-23 15:09:03,Trump
1852,0,CONTROL - No message shown,85.0,Female,Asian,Graduate degree,Heterosexual,Strong Republican,Conservative,"$50,000-$74,999",Atheist,Married,Suburban,68,2024-10-24 10:11:31,Trump
1853,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",19.0,Male,White,High school graduate,Gay or Lesbian,Strong Democrat,Slightly liberal,"$100,000-$149,999",Nothing in particular,Prefer not to say,Urban,18,2024-10-23 07:18:49,Trump
1854,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",25.0,Prefer not to say,White,Bachelor's degree,Heterosexual,Moderate Republican,Slightly conservative,"Under $25,000",Nothing in particular,Living with partner,Suburban,53,2024-10-22 08:26:43,Trump
1855,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",42.0,Male,Hispanic,Graduate degree,Heterosexual,Independent,Liberal,"$50,000-$74,999",Atheist,Divorced,Suburban,28,2024-10-23 10:18:15,Trump
1856,0,CONTROL - No message shown,73.0,Female,Asian,Less than high school,Heterosexual,Moderate Republican,Very conservative,"$50,000-$74,999",Protestant,Divorced,Suburban,88,2024-10-22 00:57:53,Trump
1857,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",72.0,Male,Hispanic,Some college,Heterosexual,Strong Democrat,Moderate,"$50,000-$74,999",Nothing in particular,Married,Rural,43,2024-10-22 09:14:11,Harris
1858,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",55.0,Female,Hispanic,Some college,Heterosexual,Moderate Democrat,Very liberal,"$50,000-$74,999",Agnostic,"Single, never married",Suburban,57,2024-10-23 04:29:32,Trump
1859,0,CONTROL - No message shown,35.0,Female,White,Some college,Heterosexual,Moderate Democrat,Very liberal,"Under $25,000",Muslim,"Single, never married",Suburban,8,2024-10-22 17:10:11,Harris
1860,0,CONTROL - No message shown,29.0,Female,White,Less than high school,Heterosexual,Moderate Republican,Conservative,"$25,000-$49,999",Catholic,Separated,Suburban,72,2024-10-24 05:29:58,Trump
1861,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",73.0,Male,White,Associate's degree,Gay or Lesbian,Strong Democrat,Very liberal,"$75,000-$99,999",Nothing in particular,Separated,Suburban,62,2024-10-22 02:40:46,Trump
1862,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",61.0,Female,Black,Bachelor's degree,Heterosexual,Strong Democrat,Liberal,"$100,000-$149,999",Nothing in particular,"Single, never married",Urban,74,2024-10-22 04:50:30,Trump
1863,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",93.0,Male,Black,Prefer not to say,Heterosexual,Moderate Republican,Conservative,Prefer not to say,Catholic,Married,Suburban,18,2024-10-23 22:42:03,Trump
1864,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",49.0,Female,Hispanic,Associate's degree,Heterosexual,Moderate Republican,Conservative,"$50,000-$74,999",Nothing in particular,Married,Prefer not to say,31,2024-10-22 22:16:54,Trump
1865,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",26.0,Male,Black,Less than high school,Heterosexual,Moderate Republican,Very conservative,"$75,000-$99,999",Catholic,"Single, never married",Urban,96,2024-10-23 00:52:59,Trump
1866,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",21.0,Male,Prefer not to say,Bachelor's degree,Heterosexual,Strong Republican,Slightly conservative,"$100,000-$149,999",Prefer not to say,Living with partner,Rural,6,2024-10-22 09:13:33,Trump
1867,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",47.0,Male,White,Associate's degree,Heterosexual,Strong Democrat,Very liberal,"$75,000-$99,999",Muslim,Divorced,Urban,71,2024-10-23 10:45:54,Harris
1868,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",40.0,Non-binary,Asian,High school graduate,Heterosexual,Strong Republican,Moderate,"$50,000-$74,999",Catholic,Married,Suburban,80,2024-10-24 02:01:07,Undecided
1869,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",41.0,Male,Native American,High school graduate,Heterosexual,Strong Republican,Moderate,"$50,000-$74,999",Protestant,Living with partner,Urban,64,2024-10-24 17:09:34,Trump
1870,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",30.0,Female,Asian,Bachelor's degree,Heterosexual,Moderate Republican,Prefer not to say,"$25,000-$49,999",Nothing in particular,"Single, never married",Suburban,1,2024-10-24 04:42:11,Trump
1871,0,CONTROL - No message shown,30.0,Female,Black,Less than high school,Heterosexual,Moderate Republican,Moderate,"$75,000-$99,999",Nothing in particular,Divorced,Urban,26,2024-10-22 15:42:08,Trump
1872,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",30.0,Female,Hispanic,Bachelor's degree,Heterosexual,Strong Democrat,Slightly liberal,"Under $25,000",Protestant,Divorced,Urban,81,2024-10-23 08:39:05,Harris
1873,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",22.0,Prefer not to say,Hispanic,High school graduate,Heterosexual,Strong Republican,Conservative,"Under $25,000",Catholic,Married,Rural,73,2024-10-24 01:37:29,Trump
1874,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",75.0,Non-binary,White,High school graduate,Heterosexual,Strong Democrat,Moderate,"Under $25,000",Nothing in particular,Married,Suburban,38,2024-10-24 12:25:04,Trump
1875,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",43.0,Prefer not to say,Hispanic,Graduate degree,Heterosexual,Lean Republican,Moderate,"$25,000-$49,999",Other,Married,Suburban,64,2024-10-24 01:51:08,Trump
1876,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",93.0,Female,White,Bachelor's degree,Heterosexual,Moderate Republican,Very conservative,"$100,000-$149,999",Nothing in particular,"Single, never married",Urban,51,2024-10-24 17:11:16,Harris
1877,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",39.0,Male,White,Some college,Heterosexual,Strong Democrat,Very liberal,"$50,000-$74,999",Catholic,Married,Suburban,59,2024-10-24 09:04:43,Harris
1878,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",69.0,Male,White,High school graduate,Heterosexual,Strong Democrat,Very liberal,"$50,000-$74,999",Protestant,Widowed,Rural,80,2024-10-23 19:18:38,Harris
1879,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",44.0,Male,White,Graduate degree,Heterosexual,Strong Democrat,Moderate,"$50,000-$74,999",Prefer not to say,Living with partner,Rural,21,2024-10-24 18:41:21,Trump
1880,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",48.0,Male,White,Some college,Heterosexual,Moderate Republican,Conservative,"$75,000-$99,999",Protestant,Married,Suburban,64,2024-10-24 09:21:28,Trump
1881,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",,Male,White,Associate's degree,Heterosexual,Strong Republican,Conservative,"$50,000-$74,999",Buddhist,Divorced,Suburban,36,2024-10-23 14:36:06,Trump
1882,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",28.0,Male,White,High school graduate,Heterosexual,Strong Democrat,Liberal,"$50,000-$74,999",Atheist,Prefer not to say,Urban,49,2024-10-24 01:37:05,Trump
1883,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",58.0,Male,Hispanic,Graduate degree,Heterosexual,Lean Republican,Slightly conservative,"$150,000 or more",Atheist,Prefer not to say,Suburban,69,2024-10-24 07:55:58,Trump
1884,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",,Male,White,High school graduate,Heterosexual,Moderate Republican,Conservative,"$50,000-$74,999",Protestant,Married,Urban,36,2024-10-23 12:14:01,Trump
1885,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",55.0,Male,White,Bachelor's degree,Heterosexual,Independent,Very conservative,"$50,000-$74,999",Other,Married,Suburban,68,2024-10-22 23:35:57,Trump
1886,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",60.0,Prefer not to say,White,Some college,Bisexual,Lean Republican,Conservative,"$50,000-$74,999",Nothing in particular,Divorced,Urban,53,2024-10-22 04:19:57,Trump
1887,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",43.0,Female,Asian,Associate's degree,Heterosexual,Strong Republican,Slightly conservative,"$75,000-$99,999",Prefer not to say,Married,Suburban,61,2024-10-23 12:44:25,Undecided
1888,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",58.0,Female,Black,High school graduate,Heterosexual,Strong Democrat,Moderate,"$25,000-$49,999",Nothing in particular,Married,Suburban,56,2024-10-22 22:26:30,Trump
1889,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",88.0,Female,Black,High school graduate,Heterosexual,Strong Republican,Moderate,"$25,000-$49,999",Protestant,"Single, never married",Suburban,83,2024-10-23 10:57:07,Trump
1890,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",62.0,Male,Hispanic,Bachelor's degree,Heterosexual,Moderate Republican,Very conservative,"$100,000-$149,999",Prefer not to say,Divorced,Suburban,84,2024-10-22 07:57:18,Harris
1891,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",38.0,Female,Hispanic,Graduate degree,Heterosexual,Independent,Prefer not to say,Prefer not to say,Catholic,Married,Suburban,9,2024-10-22 07:54:04,Trump
1892,0,CONTROL - No message shown,58.0,Male,Hispanic,Bachelor's degree,Bisexual,Other,Moderate,"$25,000-$49,999",Atheist,Living with partner,Rural,88,2024-10-22 07:10:04,Trump
1893,0,CONTROL - No message shown,29.0,Male,Black,Bachelor's degree,Prefer not to say,Prefer not to say,Conservative,"$50,000-$74,999",Agnostic,"Single, never married",Urban,11,2024-10-23 00:28:45,Trump
1894,0,CONTROL - No message shown,52.0,Male,White,Bachelor's degree,Heterosexual,Lean Democrat,Slightly liberal,"$100,000-$149,999",Nothing in particular,Prefer not to say,Rural,85,2024-10-24 11:56:39,Harris
1895,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",30.0,Male,White,High school graduate,Heterosexual,Independent,Moderate,"$25,000-$49,999",Protestant,Widowed,Suburban,34,2024-10-23 01:12:11,Trump
1896,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",45.0,Male,White,Bachelor's degree,Prefer not to say,Moderate Republican,Conservative,"$50,000-$74,999",Protestant,"Single, never married",Suburban,36,2024-10-24 11:41:45,Trump
1897,0,CONTROL - No message shown,43.0,Male,White,Associate's degree,Heterosexual,Moderate Democrat,Slightly conservative,"Under $25,000",Nothing in particular,Married,Suburban,37,2024-10-23 13:52:57,Trump
1898,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",50.0,Male,White,Graduate degree,Heterosexual,Lean Democrat,Moderate,"Under $25,000",Agnostic,Married,Suburban,67,2024-10-22 08:29:29,Trump
1899,0,CONTROL - No message shown,76.0,Male,White,High school graduate,Heterosexual,Independent,Moderate,"Under $25,000",Protestant,"Single, never married",Suburban,48,2024-10-24 14:58:02,Harris
1900,0,CONTROL - No message shown,54.0,Male,White,Bachelor's degree,Heterosexual,Moderate Democrat,Slightly liberal,"$75,000-$99,999",Catholic,Married,Suburban,13,2024-10-22 14:03:41,Trump
1901,0,CONTROL - No message shown,52.0,Female,Black,Bachelor's degree,Heterosexual,Prefer not to say,Slightly liberal,"$150,000 or more",Catholic,Married,Suburban,1,2024-10-22 17:01:54,Harris
1902,0,CONTROL - No message shown,69.0,Male,White,Some college,Heterosexual,Strong Democrat,Moderate,"$25,000-$49,999",Protestant,Married,Suburban,41,2024-10-24 11:54:57,Trump
1903,0,CONTROL - No message shown,61.0,Female,Prefer not to say,High school graduate,Heterosexual,Independent,Moderate,"$100,000-$149,999",Protestant,Divorced,Suburban,89,2024-10-22 06:15:27,Trump
1904,0,CONTROL - No message shown,,Female,Prefer not to say,High school graduate,Heterosexual,Strong Democrat,Slightly liberal,"$50,000-$74,999",Atheist,Married,Suburban,65,2024-10-23 10:23:49,Harris
